Gene,LogFC,Adjusted_PValue,Regulation
STAT5A,2.135285,3.2280672589355183e-21,Upregulated
USO1,1.2800184,3.6525590570656635e-21,Upregulated
LYPLA1,1.3561314,4.240534246240669e-21,Upregulated
TWISTNB,1.303338,4.339039963883082e-21,Upregulated
IKBIP,1.8817092,5.662456322040277e-21,Upregulated
ZBTB16,1.650671,5.823882413641848e-21,Upregulated
ENDOD1,2.4775195,6.933122214827608e-21,Upregulated
CD2BP2,1.0350485,7.721424806729894e-21,Upregulated
ATP2A2,2.068807,9.556927755677242e-21,Upregulated
ICAM2,1.449348,1.0138774745751638e-20,Upregulated
FLT3LG,1.1476487,1.0269346033147663e-20,Upregulated
HDAC7,1.838621,1.1771581964414703e-20,Upregulated
SAMHD1,1.0358117,1.2613657102038371e-20,Upregulated
CAMTA1,1.0142229,1.3403461942255365e-20,Upregulated
SERTAD1,1.9036872,1.3677690380288242e-20,Upregulated
DCXR,1.0496172,1.379836746607573e-20,Upregulated
CTNNBL1,1.0106031,1.6057084243440416e-20,Upregulated
PARL,1.127196,1.6100997778615988e-20,Upregulated
EML2,1.9844707,1.6968340273553905e-20,Upregulated
MMADHC,1.0123817,1.928775503126855e-20,Upregulated
RPP30,1.5272448,1.992481066498176e-20,Upregulated
PPID,1.1515383,2.7218288062442427e-20,Upregulated
CAPRIN1,1.2181998,3.424443706648988e-20,Upregulated
FAM102A,-1.6122358,3.42637442235841e-20,Downregulated
SRPK1,1.0633068,3.694224587273102e-20,Upregulated
H1FX,-1.0763111,3.7669610080524093e-20,Downregulated
RUVBL1,1.2920729,3.8066311067208454e-20,Upregulated
ACSL3,1.5783639,5.605670581717894e-20,Upregulated
GIT1,1.7481343,6.476256518576668e-20,Upregulated
ANXA6,1.0089545,6.694431772261341e-20,Upregulated
SYNGR2,1.2604089,1.145516356666631e-19,Upregulated
RBM28,1.4202967,1.1776103660381476e-19,Upregulated
FNDC3A,1.5458136,1.3667682362767592e-19,Upregulated
COA3,1.1155277,1.5659101885103661e-19,Upregulated
PHLDA1,2.7104826,1.5718814859942985e-19,Upregulated
NAA15,1.5025183,1.7272047277918724e-19,Upregulated
KLF13,-1.0169084,1.8679075298002913e-19,Downregulated
MRPL36,1.0577979,2.0771282183758203e-19,Upregulated
CALCOCO2,1.1602737,2.8418530899900414e-19,Upregulated
BZW2,2.113082,3.2939485927965615e-19,Upregulated
EED,1.5123627,4.359932142274723e-19,Upregulated
RUNX1,1.278841,5.375732326928162e-19,Upregulated
OLA1,1.0369511,5.415630053163029e-19,Upregulated
CDKN1B,-1.4678571,5.7920264390288775e-19,Downregulated
ADSL,1.31671,5.922522987301458e-19,Upregulated
DNAJB9,1.3977766,6.09061629776522e-19,Upregulated
SMAD7,-1.3856885,7.086218213310102e-19,Downregulated
COMMD1,1.259666,7.548845092139172e-19,Upregulated
KIAA0040,1.7393178,8.771669223429382e-19,Upregulated
PITPNA,1.3720242,9.12052848730706e-19,Upregulated
ISOC2,1.811973,1.0341481513614216e-18,Upregulated
LMNA,1.9334213,1.0583812033959221e-18,Upregulated
MRPS17,1.4953812,1.1347566124855313e-18,Upregulated
SREBF2,2.2036974,1.3185717446922715e-18,Upregulated
NXPH4,-3.2182927,1.3387791562648e-18,Downregulated
MRPS16,1.0102813,1.3525509967406606e-18,Upregulated
DUSP23,1.4309326,1.4509355510719188e-18,Upregulated
CRTAM,2.7810977,1.5910130497718558e-18,Upregulated
KDSR,1.426308,2.2118096712625854e-18,Upregulated
SIAH2,1.4109235,2.4260528264054212e-18,Upregulated
NFKBIB,1.2168467,2.4816896920832056e-18,Upregulated
NT5C3A,1.1384193,2.5276752775317796e-18,Upregulated
PMVK,1.4562702,2.5871558703662528e-18,Upregulated
MAP7D3,1.6467997,2.641897501077059e-18,Upregulated
SLAMF7,1.3910562,3.687054127448953e-18,Upregulated
IL4R,1.59622,3.8733817192035595e-18,Upregulated
SCFD1,1.0192966,3.876798941900972e-18,Upregulated
DENND2D,1.1679841,4.247441368747719e-18,Upregulated
AC016831.7,2.4808347,4.40185743409922e-18,Upregulated
TUT7,1.166761,4.421780946306278e-18,Upregulated
TBCD,-1.9850028,4.5102503299717324e-18,Downregulated
MRPL24,1.475358,5.060465086321814e-18,Upregulated
SLC38A5,2.5560975,5.272420818191544e-18,Upregulated
JAGN1,1.1507254,5.699888581839434e-18,Upregulated
MRPS28,1.4481795,7.031233450547254e-18,Upregulated
DPM1,1.3892,7.882802529794596e-18,Upregulated
CDK4,1.8456066,8.732293023318112e-18,Upregulated
MRPL40,1.0024456,9.752087196729309e-18,Upregulated
RANGAP1,1.5370574,1.1998631555896004e-17,Upregulated
GZMK,-1.3758287,1.40584990128996e-17,Downregulated
SLC7A1,2.8026853,1.6599360734458453e-17,Upregulated
ARMCX3,1.3189687,1.7871197897661554e-17,Upregulated
GORASP2,1.2425652,2.4701100484623673e-17,Upregulated
SNRPA,1.036544,2.599928734669469e-17,Upregulated
NOC3L,1.6947501,2.8687130449967305e-17,Upregulated
HRAS,1.6901696,3.8543921734995286e-17,Upregulated
UBA5,1.4982096,3.9857119850151e-17,Upregulated
TSTA3,1.0326593,4.6929170543876133e-17,Upregulated
HIGD1A,1.2136217,4.724753220597657e-17,Upregulated
PCBD1,1.705424,5.3744226036255786e-17,Upregulated
XCL1,4.5696535,5.421463340167196e-17,Upregulated
ATG101,1.6415182,6.105532038239979e-17,Upregulated
LARP1B,1.9566029,6.574961841850103e-17,Upregulated
TM9SF2,1.2090586,6.641034709615307e-17,Upregulated
RFLNB,1.6509366,6.745352422827463e-17,Upregulated
MFAP1,1.2162197,6.923822836997162e-17,Upregulated
HARS,1.2124841,7.36067870668233e-17,Upregulated
ASCC3,1.2358904,8.367935851695573e-17,Upregulated
CTNNA1,2.0935032,8.631847351777012e-17,Upregulated
TCF7,-1.7553384,8.746720207231486e-17,Downregulated
TRAF1,2.0955217,9.304828156523592e-17,Upregulated
GFPT1,1.8490462,9.487735782941194e-17,Upregulated
LMNB1,1.4950854,1.0451455634058285e-16,Upregulated
UTP14A,1.8098435,1.097603852104603e-16,Upregulated
LARP1,1.1299028,1.128837464619657e-16,Upregulated
MTCH2,1.3261387,1.194986288171864e-16,Upregulated
RRS1,2.0046196,1.232595138382057e-16,Upregulated
PCGF5,1.0476675,1.2352885820724473e-16,Upregulated
SETBP1,3.5273457,1.255611226128788e-16,Upregulated
CBFB,1.5335535,1.2867424539393646e-16,Upregulated
FEZ1,4.8394957,1.475682017288132e-16,Upregulated
CAMK2D,1.8208686,1.8070675707703943e-16,Upregulated
EGR2,4.6686554,1.8175082036912788e-16,Upregulated
NECTIN3,2.4554317,1.8215396450334495e-16,Upregulated
CCR1,2.5725741,1.874311057831204e-16,Upregulated
SAMD3,-1.408198,1.9297564566680948e-16,Downregulated
TRDC,1.2624242,2.1240964044431284e-16,Upregulated
TRG-AS1,-1.967596,2.212012571537516e-16,Downregulated
PLPP5,1.4814869,2.4171246046754917e-16,Upregulated
ACADM,1.1457341,2.727113438426625e-16,Upregulated
SCD,4.4261055,3.572330654276829e-16,Upregulated
CD59,1.2967044,3.6302689327776565e-16,Upregulated
SNHG3,1.2249976,3.7779070156434884e-16,Upregulated
HELZ2,1.8902733,3.7816864845480513e-16,Upregulated
ETFA,1.1170316,3.918174181284107e-16,Upregulated
CAMTA2,2.2099824,4.7257679260571275e-16,Upregulated
HTATSF1,1.0046014,4.79220572672545e-16,Upregulated
BCL2L1,2.260176,5.507876311505565e-16,Upregulated
PPP2R2A,1.0307924,5.598899588941929e-16,Upregulated
GART,1.4499985,5.804929316808421e-16,Upregulated
GABPB1,2.0259457,5.861621425001879e-16,Upregulated
TMA16,1.6482779,6.554232928625964e-16,Upregulated
SUN2,-1.3683723,7.061840777132753e-16,Downregulated
NUDT21,1.1967299,7.926269499975171e-16,Upregulated
KIFAP3,1.6202909,7.990722087438753e-16,Upregulated
TNFSF10,1.4716816,8.007505415603986e-16,Upregulated
UBE2Z,1.0113479,9.710491569187003e-16,Upregulated
COA6,1.1969975,9.76965837412926e-16,Upregulated
IFRD2,1.5963143,1.0362958469450098e-15,Upregulated
TRIM69,1.6618401,1.1903639043542369e-15,Upregulated
DDX10,1.6983421,1.2375781002537042e-15,Upregulated
CD40LG,3.4075718,1.4312869053270087e-15,Upregulated
COPS3,1.1180552,1.6178082519337677e-15,Upregulated
DNPEP,1.0509751,1.6585951496379378e-15,Upregulated
PIM3,1.2650349,1.6775698364800401e-15,Upregulated
TXNRD1,1.3346345,1.9480196199687238e-15,Upregulated
AOAH,-2.3239963,2.0460435107261474e-15,Downregulated
TFG,1.1693879,2.0635876898542095e-15,Upregulated
SERPINB6,1.1194333,2.208481144230833e-15,Upregulated
TRIM25,2.4071655,2.643889466313567e-15,Upregulated
GAR1,1.1656367,2.8052517052020553e-15,Upregulated
WBP4,1.327715,3.1242299524550226e-15,Upregulated
STAT2,1.7476709,3.2081999107979048e-15,Upregulated
CNIH4,1.1560403,4.047697480732652e-15,Upregulated
ZPR1,1.4549682,4.092468016976808e-15,Upregulated
TMX1,1.2244945,4.124348581394549e-15,Upregulated
IWS1,1.0869796,4.421358126925852e-15,Upregulated
SELL,1.516368,4.455420257334965e-15,Upregulated
IFIT5,2.2958379,5.45879988747765e-15,Upregulated
SAR1B,1.0450172,5.631043564131279e-15,Upregulated
PTRH1,1.3597672,5.635639999421387e-15,Upregulated
GALR2,5.077767,5.701173106950257e-15,Upregulated
GTPBP6,1.0434315,5.723810607684745e-15,Upregulated
CHSY1,2.194219,5.980235888414001e-15,Upregulated
CAMK4,-2.0517201,6.077148015217526e-15,Downregulated
UTP18,1.338969,6.484988960121658e-15,Upregulated
NUDCD1,2.3269718,9.905711685608505e-15,Upregulated
SLC39A7,1.3046887,1.016508064916761e-14,Upregulated
CASP3,1.5557712,1.0650476386847316e-14,Upregulated
PRELID3B,1.1558625,1.0853716232704784e-14,Upregulated
TRAFD1,1.8577721,1.1205409603401127e-14,Upregulated
MHENCR,-3.0051427,1.1244361528784653e-14,Downregulated
CNDP2,1.3550333,1.1366887523559699e-14,Upregulated
USP12,1.6506069,1.1464583364143142e-14,Upregulated
ZNF511,1.0321673,1.2486737768988702e-14,Upregulated
FOXP4,2.2650502,1.2899662592997242e-14,Upregulated
GMPPA,1.9384129,1.342696942065188e-14,Upregulated
IL12RB2,2.9825017,1.372662758466811e-14,Upregulated
ACOT9,1.7252609,1.3733607588788807e-14,Upregulated
IFITM3,1.8752255,1.4389665649848376e-14,Upregulated
F5,5.0160155,1.5726130570759326e-14,Upregulated
MRPL1,1.2176018,1.8040760280565273e-14,Upregulated
MRPS35,1.0653064,1.864707878200436e-14,Upregulated
LARP4,1.711963,1.9388894658364695e-14,Upregulated
DDB1,1.0759504,2.1025953436317477e-14,Upregulated
SYNE1,-1.304264,2.1842758767163132e-14,Downregulated
MRPL19,1.0805067,2.798971671100561e-14,Upregulated
ADAP1,2.0267615,2.8047872007929705e-14,Upregulated
RDH11,1.0127925,2.8230627635444247e-14,Upregulated
KIF3B,1.4651442,3.608347180543421e-14,Upregulated
GOLT1B,1.6605729,3.694058160357678e-14,Upregulated
CEBPG,1.5090839,3.9020304326235027e-14,Upregulated
HDAC2,1.1120695,4.0770070134320116e-14,Upregulated
TNFRSF4,1.7190256,4.152201063526616e-14,Upregulated
MPHOSPH6,1.0859177,4.387964284153178e-14,Upregulated
LYRM4,2.3012733,5.2477413531018234e-14,Upregulated
ARID3B,1.9876382,6.544496629012764e-14,Upregulated
DMAC1,1.0864648,6.700963877831443e-14,Upregulated
MRPL32,1.1982093,7.569317284110841e-14,Upregulated
RBM42,1.1128987,1.0624377655546742e-13,Upregulated
TSR1,1.728706,1.1062721790644678e-13,Upregulated
YPEL5,-1.0499398,1.18544124263245e-13,Downregulated
MAGT1,1.151744,1.195529068864471e-13,Upregulated
MYC,1.8599801,1.3087557033950286e-13,Upregulated
MCUR1,1.5926678,1.429219750938916e-13,Upregulated
IPO5,1.6314839,1.4385081504080026e-13,Upregulated
ARL8B,1.259177,1.4663511572457982e-13,Upregulated
HSPA13,2.24082,1.5650286506881015e-13,Upregulated
TBX21,1.0859058,1.5739237870964547e-13,Upregulated
VMA21,1.160029,1.6476256127750138e-13,Upregulated
PLGRKT,1.2066964,1.9139880017944327e-13,Upregulated
TCOF1,1.0573118,2.0699203385418502e-13,Upregulated
FTSJ3,1.3651397,2.1874450046169604e-13,Upregulated
VPS25,1.278802,2.4436907896990357e-13,Upregulated
RRP1,1.8204893,2.495262480950131e-13,Upregulated
BCL9L,-2.307937,2.5222193420154594e-13,Downregulated
NUS1,1.6260614,2.910089446094335e-13,Upregulated
AARS,1.9148772,3.101006008121854e-13,Upregulated
RIOK1,1.4901361,3.178751665344834e-13,Upregulated
KCNK6,1.5470732,3.3845823865008735e-13,Upregulated
VSIR,1.2619355,3.5200590324192604e-13,Upregulated
TYW3,1.1934824,3.6385776856972375e-13,Upregulated
FARSA,1.4539973,4.580327009376738e-13,Upregulated
NPM3,2.1529675,4.94768673429065e-13,Upregulated
AIMP2,2.2903125,5.160256033436595e-13,Upregulated
NOTCH1,2.4004197,5.371371137295784e-13,Upregulated
CSF1,4.6459317,5.694305191755295e-13,Upregulated
BTG3,1.0669395,5.760380449473281e-13,Upregulated
CHRAC1,1.1879891,5.953467033127824e-13,Upregulated
PEF1,1.1955786,6.269190324410876e-13,Upregulated
NOC2L,1.0118496,6.888505988222505e-13,Upregulated
LIME1,-3.434696,7.346587241884689e-13,Downregulated
MTX1,1.436063,7.976999558149978e-13,Upregulated
TM2D3,1.3388876,1.0167206152830638e-12,Upregulated
MRPS9,1.0381562,1.1196311160859305e-12,Upregulated
SLC39A1,1.637867,1.1837464845807662e-12,Upregulated
DPP4,1.2216517,1.1984888395579252e-12,Upregulated
PAM16,1.0846088,1.2275669317278045e-12,Upregulated
UTP6,1.2504677,1.2651419806079226e-12,Upregulated
PIM2,1.9898381,1.2668214624907824e-12,Upregulated
PITRM1,2.1445668,1.3274749445998051e-12,Upregulated
NOL10,1.5172468,1.3433149040516377e-12,Upregulated
NIPA2,1.4022865,1.4946660904401516e-12,Upregulated
NAPG,1.1064879,1.581225561267387e-12,Upregulated
S1PR4,-1.2405801,1.8589947413611453e-12,Downregulated
PDCD1,1.8487612,2.2536078353147097e-12,Upregulated
GCNT1,2.7964237,2.491526807678862e-12,Upregulated
SLC52A2,1.2341214,2.572887753546137e-12,Upregulated
MAN1A1,1.3787854,2.6257027399706447e-12,Upregulated
MTHFD1L,2.6312335,2.8030324108516308e-12,Upregulated
PDGFA,4.3361926,2.8254428127339577e-12,Upregulated
TBC1D10C,-1.2693841,3.1727347058388242e-12,Downregulated
PINX1,1.5179865,3.265282406915201e-12,Upregulated
EXOSC3,1.4837469,3.2770177256052175e-12,Upregulated
RTCA,1.220801,3.3586016570539273e-12,Upregulated
TRIM21,1.7874603,3.4648096846874735e-12,Upregulated
ELOVL1,1.3618096,3.846377453712154e-12,Upregulated
PGAP1,2.7039204,3.9201915377672066e-12,Upregulated
TM9SF1,1.1440372,3.96522454751448e-12,Upregulated
UHRF1BP1L,1.6107694,4.012721618610439e-12,Upregulated
ALG3,1.4807059,4.25031422555861e-12,Upregulated
NDUFAF4,1.1499803,4.4942600898715e-12,Upregulated
IL16,-1.6645433,4.608950774515622e-12,Downregulated
NOL11,1.2087756,4.678758852977244e-12,Upregulated
MED8,1.0449662,4.702243589720006e-12,Upregulated
TIMM9,1.2710383,4.8510147754354765e-12,Upregulated
RPS6KA5,1.2172174,5.382866051555749e-12,Upregulated
APOL2,1.0454252,5.845767294475136e-12,Upregulated
CALU,1.2699534,6.6012422945699026e-12,Upregulated
TOMM70,1.2862664,7.349030186855076e-12,Upregulated
CUL5,1.0458419,7.73430027978647e-12,Upregulated
IDH3A,2.12288,7.971290678902408e-12,Upregulated
RCN1,2.4324105,8.979957308792858e-12,Upregulated
HSPA14-1,1.5159127,9.566131589047898e-12,Upregulated
MIIP,1.623511,1.1133068483837326e-11,Upregulated
PSME3,1.3667693,1.174521762282289e-11,Upregulated
SLC16A7,1.4325113,1.2387884735344354e-11,Upregulated
STARD7,1.0546899,1.3478517407283297e-11,Upregulated
GCSH,1.5071172,1.5245447939786458e-11,Upregulated
WDR18,1.3370513,1.7095530689610805e-11,Upregulated
ASXL2,1.3394676,1.730050030154454e-11,Upregulated
PPIH,1.0547092,1.848783567510414e-11,Upregulated
AGFG1,1.1338722,1.9401949391325954e-11,Upregulated
PDCD11,1.3235759,1.981566123019574e-11,Upregulated
TBC1D2B,-1.5854757,1.9876588044709304e-11,Downregulated
ZCCHC2,1.1984354,2.1846058853927695e-11,Upregulated
PTRH2,2.5656157,2.2276821066818687e-11,Upregulated
CCDC6,1.4151738,2.2410763917637033e-11,Upregulated
MMAB,1.709511,2.2413702265171316e-11,Upregulated
UBE2J1,1.0919098,2.564300535620621e-11,Upregulated
SFT2D1,1.2508359,2.56941415994861e-11,Upregulated
CIAPIN1,1.4822857,2.623572865781243e-11,Upregulated
EI24,1.3001198,2.9029382978754943e-11,Upregulated
P2RY10,-1.9141531,2.9342727737237765e-11,Downregulated
GRWD1,1.4744551,2.9633802083803196e-11,Upregulated
ERO1A,1.0244435,2.9633802083803196e-11,Upregulated
ME2,1.0305175,3.307304766907441e-11,Upregulated
WDR12,2.6378148,3.77966985693961e-11,Upregulated
CCNQ,1.3604265,3.787399254704693e-11,Upregulated
RGS3,2.2703345,3.8873033770739213e-11,Upregulated
UCHL3,1.3509485,3.9730079595419134e-11,Upregulated
TAB2,1.2012182,4.1625912571596345e-11,Upregulated
MRPS22,1.0759884,4.293026835932159e-11,Upregulated
CPNE7,-2.5298262,4.3287458592568583e-11,Downregulated
NUBP1,1.2218482,4.6045764274432816e-11,Upregulated
MRPS25,1.3448367,4.861436841516321e-11,Upregulated
RRP9,2.1215494,5.215029084891488e-11,Upregulated
FKBP2,2.1030104,5.424361524091893e-11,Upregulated
TMEM18,1.1935103,5.839712516678474e-11,Upregulated
LRPPRC,1.1044209,7.182340776379043e-11,Upregulated
WDR74,1.1610945,7.282122102187311e-11,Upregulated
UBE2D1,1.0275633,7.55225695996125e-11,Upregulated
RUVBL2,1.5160668,7.583756833031573e-11,Upregulated
ACAT1,1.2863842,7.94389091491407e-11,Upregulated
CTPS1,2.0176325,8.065527589836618e-11,Upregulated
METTL1,3.2722502,8.215603684399916e-11,Upregulated
C16orf87,1.4580593,8.632462309536904e-11,Upregulated
ITM2C,-1.7252805,9.014960338991475e-11,Downregulated
DHX15,1.2975953,9.185880413739686e-11,Upregulated
FAM241A,2.0984607,9.73551635637337e-11,Upregulated
DNAJB1,-1.2231529,1.0028774770416236e-10,Downregulated
ACTL6A,1.3935015,1.0462266619723104e-10,Upregulated
THUMPD3,1.0940032,1.0517833473654332e-10,Upregulated
CD84,-1.532777,1.0660038123009359e-10,Downregulated
PEX2,1.0623002,1.0851631984173562e-10,Upregulated
UBAP2L,1.0942024,1.1082310368749749e-10,Upregulated
ABCF2,1.4008174,1.1882822812925475e-10,Upregulated
PLAGL2,1.99811,1.2464965643180584e-10,Upregulated
IRAK1,1.3633804,1.4400744364626733e-10,Upregulated
BOP1,2.0142865,1.5048192933230446e-10,Upregulated
GOLGA3,1.0314902,1.530785698349562e-10,Upregulated
ARMC10,1.2845722,1.5461623215500892e-10,Upregulated
STK26,1.0721552,1.627498497054028e-10,Upregulated
PAIP1,1.2429023,1.6430893274335124e-10,Upregulated
NCALD,1.9355439,1.7526820017347937e-10,Upregulated
EMC8,1.3858304,1.770811390373339e-10,Upregulated
IL15RA,2.4098992,1.7856926224407676e-10,Upregulated
GTPBP8,1.1063137,1.8236033165482434e-10,Upregulated
ABLIM1,-1.7015262,2.1350615317325948e-10,Downregulated
KNOP1,1.0375589,2.3485541403057007e-10,Upregulated
FAM98A,1.6911448,2.4570881389139e-10,Upregulated
GCLM,1.2084526,2.472413552163157e-10,Upregulated
ELP5,1.0152172,2.7893667271921546e-10,Upregulated
ARPC1A,1.1708791,2.8205889589329224e-10,Upregulated
HSD17B12,1.6606252,2.824528775004818e-10,Upregulated
CD55,1.3821882,2.968941785900144e-10,Upregulated
EHBP1L1,1.2617112,2.979474556266557e-10,Upregulated
SYNE3,3.0130625,2.982503896194615e-10,Upregulated
SNHG32,-1.2282528,3.0702190887775395e-10,Downregulated
MPDU1,1.6945617,3.110394795253421e-10,Upregulated
SNHG14,-1.6700171,3.2532678270642555e-10,Downregulated
WDR36,1.653559,3.385389887973944e-10,Upregulated
BLVRA,1.4203181,3.4726159219912035e-10,Upregulated
RGS2,-2.2484298,3.595339147052107e-10,Downregulated
NCR3,1.8901045,3.844281145582001e-10,Upregulated
C1GALT1C1,1.9800481,4.491365481559593e-10,Upregulated
MFSD12,1.3583505,4.706255098177814e-10,Upregulated
HCFC1R1,1.0837145,5.672004870963165e-10,Upregulated
TIMM50,1.4669006,5.686187011758644e-10,Upregulated
CHPF,2.6295152,5.830736283421615e-10,Upregulated
DDX49,1.293751,5.85804601316701e-10,Upregulated
COPG1,1.4229633,6.047905729607902e-10,Upregulated
TP53BP2,1.425312,6.610759752670907e-10,Upregulated
TMEM273,2.0978215,6.872431646776033e-10,Upregulated
MXRA7,-1.2597572,7.498883316263904e-10,Downregulated
RHOC,1.3324394,7.556662326650971e-10,Upregulated
SNHG17,1.0828712,7.664455817522406e-10,Upregulated
KLHL24,-1.9623723,7.754084582880635e-10,Downregulated
HCCS,1.6631963,7.779588207031874e-10,Upregulated
DIXDC1,4.3743367,7.792167261511003e-10,Upregulated
OXSR1,1.0911548,7.909102345049881e-10,Upregulated
CHCHD3,1.1274394,9.888960459279538e-10,Upregulated
PSMG1,1.4602164,9.957324487408872e-10,Upregulated
STIMATE,2.149653,9.96414000644975e-10,Upregulated
TMED3,1.1178665,1.0666897142482616e-09,Upregulated
PAFAH1B3,1.405964,1.1185493068896992e-09,Upregulated
ACLY,1.1839538,1.13394365416168e-09,Upregulated
USP10,1.0091771,1.1479371907487188e-09,Upregulated
COMTD1,1.7332923,1.3164706558082785e-09,Upregulated
MCM6,1.0089393,1.3622493606980988e-09,Upregulated
SAE1,1.2311095,1.3634249613240533e-09,Upregulated
SLC50A1,1.3840497,1.3798294552770661e-09,Upregulated
PPIL1,2.0783386,1.452567253031092e-09,Upregulated
FAF2,1.0715845,1.4869626740386224e-09,Upregulated
SCAMP3,1.119519,1.6066348477261555e-09,Upregulated
ELOA,1.0559335,1.687530720854871e-09,Upregulated
EIF4G3,1.0199671,1.7529230086813636e-09,Upregulated
BYSL,3.1110585,1.7716759447615981e-09,Upregulated
INPP4B,2.0229156,1.882774675100161e-09,Upregulated
DNMT3A,1.7917898,2.0967501466631256e-09,Upregulated
AC018926.2,2.2854977,2.316980793053076e-09,Upregulated
IL18RAP,1.8988594,2.4233355358862517e-09,Upregulated
OTUD4,1.1865592,2.675301569906878e-09,Upregulated
IFIT2,1.688859,2.6814417553291487e-09,Upregulated
ACOT7,2.3170578,2.7434936995836965e-09,Upregulated
URM1,1.0645431,2.7633394679638023e-09,Upregulated
RABGAP1L,-1.1482021,3.0775556060068104e-09,Downregulated
CTSH,1.3948387,3.0871806708791325e-09,Upregulated
B4GALT5,1.427853,3.1528655698161984e-09,Upregulated
GLIPR1,-1.1657714,3.246454444886551e-09,Downregulated
SNX4,1.3667135,3.2531436566165277e-09,Upregulated
EXOSC5,2.1740139,3.6474955184882546e-09,Upregulated
CISD1,1.0455453,3.7051041957245897e-09,Upregulated
SIKE1,1.0242097,3.737595696865872e-09,Upregulated
ALG2,1.4251286,3.766727176632463e-09,Upregulated
POLR3H,1.9781344,3.8204876388330026e-09,Upregulated
APOL1,1.6011449,3.852599747138403e-09,Upregulated
POLR3D,1.3184136,3.968992549403225e-09,Upregulated
BAG6,1.056525,3.983228038355399e-09,Upregulated
RPIA,1.3026551,4.19176984569318e-09,Upregulated
DIMT1,1.1855379,4.460826991670373e-09,Upregulated
DNAJB12,1.0917614,4.763067823405011e-09,Upregulated
PYROXD1,1.0689278,5.114755872203962e-09,Upregulated
HIPK1,1.0382575,5.227227887806798e-09,Upregulated
SFMBT2,2.0636928,5.66289936558538e-09,Upregulated
CD3EAP,2.676746,5.664319706399725e-09,Upregulated
CRYBG1,1.306953,5.901361875864756e-09,Upregulated
REEP3,1.4557968,6.2113402490643994e-09,Upregulated
GFM1,1.2406915,6.2735059215779444e-09,Upregulated
AIM2,1.5564535,6.329115303867186e-09,Upregulated
PRXL2C,1.6690931,6.377712171248544e-09,Upregulated
MRPL35,1.1358869,6.551193772203403e-09,Upregulated
NACC1,2.0596209,6.600007745848171e-09,Upregulated
HSPA1A,1.039446,6.657265926033427e-09,Upregulated
STARD3NL,1.1727802,7.513673495937293e-09,Upregulated
GADD45A,1.8862766,7.543724009261719e-09,Upregulated
C12orf45,1.446262,8.477074156115581e-09,Upregulated
NFKBIZ,1.2094697,8.519316685675756e-09,Upregulated
CNP,1.8218174,8.720623556280547e-09,Upregulated
CSRNP1,1.6847823,9.09645718917067e-09,Upregulated
CREB3,1.0397213,9.829861790257844e-09,Upregulated
SIPA1L2,2.810641,9.987628321669543e-09,Upregulated
NRAS,1.5387139,1.0504874699536867e-08,Upregulated
YKT6,1.3647996,1.1140000194758126e-08,Upregulated
AGPAT3,1.2388171,1.1175056776099421e-08,Upregulated
SUSD6,1.7305663,1.2380324259476132e-08,Upregulated
BEX5,2.596748,1.2867052089314155e-08,Upregulated
FAM118A,-1.6142219,1.3790181106073097e-08,Downregulated
LYRM1,1.0767685,1.4590139345783994e-08,Upregulated
CKS2,1.94071,1.4650879891505202e-08,Upregulated
FNDC3B,2.0245407,1.5293466436785274e-08,Upregulated
TAGAP,1.1015987,1.6213394518540022e-08,Upregulated
PPP2CB,1.557209,1.6909983574482694e-08,Upregulated
LAIR2,1.9105476,1.7424553821131138e-08,Upregulated
TESPA1,1.5345746,1.8048985388724738e-08,Upregulated
ST3GAL5,-1.516256,1.9272426917304444e-08,Downregulated
TOMM34,2.6314352,2.0148192619160452e-08,Upregulated
TMEM214,1.5870633,2.0541329540027583e-08,Upregulated
PRPF19,1.3728712,2.1223804518862998e-08,Upregulated
FAM89A,2.0606742,2.2472346033526383e-08,Upregulated
SMIM20,1.0675147,2.2647433960899136e-08,Upregulated
IMPA1,1.2005193,2.2766479848962684e-08,Upregulated
TTC4,1.4454049,2.4214084820941574e-08,Upregulated
COMMD4,1.1802635,2.5908924447060455e-08,Upregulated
POC1B,1.6238463,2.61011760255091e-08,Upregulated
TRAF3,1.0909631,2.8361648411402264e-08,Upregulated
NUP88,1.2225089,2.9598863568433308e-08,Upregulated
LSG1,1.0141951,2.98709405824655e-08,Upregulated
IMPAD1,1.2419909,2.998283609008417e-08,Upregulated
MAPK13,2.0879297,3.032721159802706e-08,Upregulated
TXNDC5,2.4561481,3.0375694514397545e-08,Upregulated
CMIP,-1.6185296,3.1046149392677026e-08,Downregulated
DUSP1,-1.0342015,3.110976280145508e-08,Downregulated
SEC24D,1.829166,3.158559136463176e-08,Upregulated
MRPL37,1.0847589,3.1719358011510095e-08,Upregulated
CGAS,1.7173454,3.2310597872717565e-08,Upregulated
SPAG1,3.0170488,3.527982693424414e-08,Upregulated
FUT8,1.8781967,3.5484964642047604e-08,Upregulated
HSPBP1,1.7641597,3.6055290102041954e-08,Upregulated
RYBP,1.2102531,3.8107934112535505e-08,Upregulated
MCTP2,1.292586,4.1075033188244956e-08,Upregulated
TXK,1.6632732,4.310766388705314e-08,Upregulated
F2R,-1.2707059,4.341591363330955e-08,Downregulated
FAM210A,1.1163329,4.430288522116127e-08,Upregulated
OGFOD3,1.6939893,4.4873760413691565e-08,Upregulated
PTS,1.4549824,4.7550804829996915e-08,Upregulated
